"state","yr","gva","profit","profit_share"
"Sikkim",2009,176508,145919,0.82669907312983
"Sikkim",2010,285154,243688,0.854583838908099
"Sikkim",2011,348179,293304,0.842394285697874
"Sikkim",2012,374777,335689,0.89570331156928
"Sikkim",2013,423487,375663,0.88707091362899
"Sikkim",2014,456507,398713,0.87339953166107
"Sikkim",2015,544071,471665,0.866918104438575
"Sikkim",2016,1027918,885120,0.861080358550001
"Sikkim",2017,1141644,987655,0.865116446107543
"Sikkim",2018,1163279,991230,0.85209996913896
"Sikkim",2019,1021463,838530,0.820910791678211
"Sikkim",2020,925741,758183,0.819001210921845
"Sikkim",2021,1040594,854885,0.821535584483478
"Sikkim",2022,1223874,1002760,0.819332709086066
"Sikkim",2023,1570532,1318008,0.839211171755813
"Tamil Nadu",1980,140376,28421,0.202463384054254
"Tamil Nadu",1981,162687,35041,0.215389059974061
"Tamil Nadu",1982,191702,45830,0.239068971633055
"Tamil Nadu",1983,213585,42595,0.19942879883887
"Tamil Nadu",1984,270694,74018,0.273437904054024
"Tamil Nadu",1985,284782,57577,0.202179210764725
"Tamil Nadu",1986,314550,56542,0.179755205849626
"Tamil Nadu",1987,345978,38487,0.111241177184676
"Tamil Nadu",1988,449256,97563,0.217165713980448
"Tamil Nadu",1989,553715,126459,0.228382832323488
"Tamil Nadu",1991,725430,164508,0.226773086307431
"Tamil Nadu",1992,863466,214803,0.248768335985435
"Tamil Nadu",1993,1126215,428078,0.380103266250228
"Tamil Nadu",1994,1372479,447843,0.326302260362454
"Tamil Nadu",1995,1633808,526946,0.322526269916661
"Tamil Nadu",1996,1726046,443594,0.257000103125873
"Tamil Nadu",1997,1668833,214719,0.128664162321814
"Tamil Nadu",1998,1657539,351639,0.212145234591765
"Tamil Nadu",1999,1826297,337875,0.18500550567624
"Tamil Nadu",2000,2027214,448678,0.221327398094133
"Tamil Nadu",2001,1820720,342399,0.18805692253614
"Tamil Nadu",2002,1934122,304178,0.157269293250374
"Tamil Nadu",2003,2385711,666327,0.279299127178439
"Tamil Nadu",2004,2693848,844449,0.313473143250844
"Tamil Nadu",2005,3378260,1286303,0.380759029796404
"Tamil Nadu",2006,4522972,1768647,0.391036468941218
"Tamil Nadu",2007,4686292,1762741,0.376148349270596
"Tamil Nadu",2008,4883491,1088579,0.222910004339109
"Tamil Nadu",2009,7190615,2293290,0.31892821406792
"Tamil Nadu",2010,8546867,3184391,0.37257991729601
"Tamil Nadu",2011,9207935,2996569,0.325433335487273
"Tamil Nadu",2012,10881581,3903597,0.358734360383845
"Tamil Nadu",2013,10676358,2752985,0.257858063583106
"Tamil Nadu",2014,10999010,2156186,0.196034552200607
"Tamil Nadu",2015,13134983,3633109,0.276597921748357
"Tamil Nadu",2016,14304411,4004393,0.279941131445398
"Tamil Nadu",2017,16408288,5366734,0.327074585721557
"Tamil Nadu",2018,16828594,4962048,0.294858144417769
"Tamil Nadu",2019,16397599,3809274,0.232306815162391
"Tamil Nadu",2020,15969291,4405258,0.275858082866672
"Tamil Nadu",2021,19425720,6261346,0.322322467326822
"Tamil Nadu",2022,22685187,8118666,0.357884023614176
"Tamil Nadu",2023,25217514,8555491,0.339267819976228
"Tripura",1980,407,-39,-0.0958230958230958
"Tripura",1981,481,-66,-0.137214137214137
"Tripura",1982,704,-8,-0.0113636363636364
"Tripura",1983,752,-25,-0.0332446808510638
"Tripura",1984,1166,332,0.284734133790738
"Tripura",1985,824,-191,-0.231796116504854
"Tripura",1986,1266,46,0.0363349131121643
"Tripura",1987,1196,-251,-0.209866220735786
"Tripura",1988,1796,-620,-0.345211581291759
"Tripura",1989,1739,-1183,-0.680276020701553
"Tripura",1991,1545,-665,-0.43042071197411
"Tripura",1992,2644,532,0.201210287443268
"Tripura",1993,1954,-330,-0.168884339815763
"Tripura",1994,2335,-559,-0.239400428265525
"Tripura",1995,2271,-695,-0.306032584764421
"Tripura",1996,3210,-767,-0.238940809968847
"Tripura",1997,12076,8152,0.675057966213978
"Tripura",1998,3028,861,0.284346103038309
"Tripura",1999,2970,969,0.326262626262626
"Tripura",2000,13369,10697,0.800134639838432
"Tripura",2001,8013,4696,0.586047672532135
"Tripura",2002,4982,1569,0.31493376154155
"Tripura",2003,7392,3354,0.453733766233766
"Tripura",2004,23816,19301,0.810421565334229
"Tripura",2005,11731,5714,0.487085499957378
"Tripura",2006,14034,6715,0.478480832264501
"Tripura",2007,16335,7257,0.444260789715335
"Tripura",2008,20739,3350,0.161531414243695
"Tripura",2009,25318,10974,0.433446559759855
"Tripura",2010,39608,18989,0.479423348818421
"Tripura",2011,24787,3247,0.130996086658329
"Tripura",2012,39474,20040,0.507675938592491
"Tripura",2013,35052,16975,0.484280497546502
"Tripura",2014,50613,31664,0.625610021140814
"Tripura",2015,35373,8334,0.235603426342125
"Tripura",2016,38959,14790,0.379629867296389
"Tripura",2017,35357,11042,0.312300251718189
"Tripura",2018,32120,7075,0.220267745952677
"Tripura",2019,34592,9425,0.272461840888067
"Tripura",2020,41354,16708,0.404023794554336
"Tripura",2021,38983,11902,0.305312572146833
"Tripura",2022,43707,16283,0.372549019607843
"Tripura",2023,44844,13527,0.301645705111052
"Uttar Pradesh",1980,84494,-25189,-0.298115842545033
"Uttar Pradesh",1981,166741,52679,0.315933093840147
"Uttar Pradesh",1982,173268,25763,0.148688736523767
"Uttar Pradesh",1983,156715,-20674,-0.13192100309479
"Uttar Pradesh",1984,173123,-32315,-0.186659196062915
"Uttar Pradesh",1985,175630,-29528,-0.168126174343791
"Uttar Pradesh",1986,274248,32647,0.119041889093084
"Uttar Pradesh",1987,312965,30672,0.0980045692010289
"Uttar Pradesh",1988,363064,17213,0.0474103739285636
"Uttar Pradesh",1989,518945,52526,0.101216891963503
"Uttar Pradesh",1991,721101,165800,0.229926182323974
"Uttar Pradesh",1992,799832,112804,0.141034617269627
"Uttar Pradesh",1993,975915,118775,0.121706296142594
"Uttar Pradesh",1994,1239255,377844,0.304896086761804
"Uttar Pradesh",1995,1355541,374252,0.276090505561986
"Uttar Pradesh",1996,1661580,433384,0.260826442301905
"Uttar Pradesh",1997,1748888,415965,0.237845419489413
"Uttar Pradesh",1998,1372597,235654,0.171684769819546
"Uttar Pradesh",1999,1354433,272923,0.201503507371719
"Uttar Pradesh",2000,1351014,239599,0.177347533038148
"Uttar Pradesh",2001,1371617,329432,0.240177833899697
"Uttar Pradesh",2002,1576190,451306,0.286327155990077
"Uttar Pradesh",2003,1738059,645524,0.371405113405241
"Uttar Pradesh",2004,1990311,815214,0.409591264882724
"Uttar Pradesh",2005,2362101,1068390,0.452304960710825
"Uttar Pradesh",2006,3233775,1647329,0.50941361102736
"Uttar Pradesh",2007,3989320,1926742,0.482975043365787
"Uttar Pradesh",2008,5946958,3195046,0.537257199395052
"Uttar Pradesh",2009,5684692,2849896,0.50132812824336
"Uttar Pradesh",2010,8045931,4539313,0.564174984846378
"Uttar Pradesh",2011,7908902,3672881,0.464398345054724
"Uttar Pradesh",2012,8965963,4355786,0.485813514956508
"Uttar Pradesh",2013,10322118,4935415,0.478139757751268
"Uttar Pradesh",2014,9953464,4473975,0.449489243141885
"Uttar Pradesh",2015,12511371,6482972,0.518166394394347
"Uttar Pradesh",2016,15566181,8284376,0.532203499368278
"Uttar Pradesh",2017,13407819,6210821,0.463223809927625
"Uttar Pradesh",2018,13814418,6176835,0.447129585915237
"Uttar Pradesh",2019,13894859,5818511,0.418752791949886
"Uttar Pradesh",2020,14513178,6525024,0.449593052603641
"Uttar Pradesh",2021,17327205,8366480,0.482852254590397
"Uttar Pradesh",2022,19211418,8536369,0.444338309644816
"Uttar Pradesh",2023,22882103,10476443,0.457844412290252
"West Bengal",1980,150378,6502,0.0432377076434053
"West Bengal",1981,159040,-1310,-0.00823692152917505
"West Bengal",1982,179655,3052,0.0169881161114358
"West Bengal",1983,185899,-11207,-0.0602854238053997
"West Bengal",1984,207837,-13583,-0.0653540996069035
"West Bengal",1985,220690,-3607,-0.0163441932121981
"West Bengal",1986,220245,-18106,-0.082208449681037
"West Bengal",1987,281311,23178,0.082392796584563
"West Bengal",1988,256925,-49382,-0.192203950569232
"West Bengal",1989,272689,-55034,-0.201819655358302
"West Bengal",1991,425166,-23583,-0.0554677467154006
"West Bengal",1992,478897,-30665,-0.0640325581492471
"West Bengal",1993,594653,47489,0.0798600192044772
"West Bengal",1994,629645,15015,0.0238467707994187
"West Bengal",1995,748547,-12703,-0.0169702102873968
"West Bengal",1996,910982,81255,0.0891949566511742
"West Bengal",1997,1111417,239489,0.215480778141778
"West Bengal",1998,758752,6065,0.00799338914427903
"West Bengal",1999,700673,-116734,-0.166602680565685
"West Bengal",2000,711473,-111754,-0.157074126495313
"West Bengal",2001,803946,-96027,-0.119444589561986
"West Bengal",2002,913676,-24096,-0.0263725872191017
"West Bengal",2003,996962,105891,0.106213677151185
"West Bengal",2004,1268953,320740,0.252759558470645
"West Bengal",2005,1172303,233696,0.199347779541637
"West Bengal",2006,1385511,336718,0.243028023595626
"West Bengal",2007,1680478,516379,0.30728102361352
"West Bengal",2008,1942763,636575,0.32766477434458
"West Bengal",2009,2284587,808730,0.353993960396343
"West Bengal",2010,2513266,633606,0.252104631980857
"West Bengal",2011,2604406,402825,0.154670585154542
"West Bengal",2012,2709407,579471,0.213873736946867
"West Bengal",2013,2782961,386525,0.138889837119528
"West Bengal",2014,2496533,-175758,-0.0704008318736424
"West Bengal",2015,3060770,145795,0.0476334386445241
"West Bengal",2016,3709369,603701,0.162750322224616
"West Bengal",2017,4520705,1240011,0.274295933930659
"West Bengal",2018,5099797,1544302,0.302816367004412
"West Bengal",2019,4715543,935469,0.198379910860743
"West Bengal",2020,5609296,2053082,0.366014202138735
"West Bengal",2021,6862794,3029351,0.441416571734486
"West Bengal",2022,7212428,2939260,0.407527118468288
"West Bengal",2023,7915319,3131734,0.39565480557385
