"state","yr","dln_cpi"
"Punjab",1981,0.108981423212484
"Punjab",1982,0.0289979795923276
"Punjab",1983,0.0522248681490538
"Punjab",1984,0.0838330655681387
"Punjab",1985,0.0873341221335036
"Punjab",1986,0.0297944970495623
"Punjab",1987,0.0469772128984207
"Punjab",1988,0.154770380700587
"Punjab",1989,0.097989419358127
"Punjab",1990,0.0530024130771265
"Punjab",1991,0.142894204051667
"Punjab",1992,0.0917854553229871
"Punjab",1993,0.0956165054308586
"Punjab",1994,0.143513770579352
"Punjab",1995,0.0378327878784335
"Punjab",1997,0.0583686015667215
"Punjab",1998,0.108812494641964
"Punjab",1999,0.0310848848567176
"Punjab",2000,0.0280429646090594
"Punjab",2001,0.0143812126862137
"Punjab",2002,0.0210642260309886
"Punjab",2003,0.0201315304072791
"Punjab",2004,0.0450581513279094
"Punjab",2005,0.0390008564256963
"Punjab",2006,0.0922655295679746
"Punjab",2007,0.0783060936336186
"Punjab",2008,0.0956963547463712
"Punjab",2009,0.130301365975614
"Punjab",2010,0.116086943969235
"Punjab",2011,0.0712035035132637
"Punjab",2012,0.0991583891108094
"Punjab",2013,0.0977891205918562
"Punjab",2014,0.060550565113652
"Punjab",2015,0.0400672909229041
"Punjab",2016,0.035323555043707
"Punjab",2017,0.0476557340988206
"Punjab",2018,0.02065314283342
"Punjab",2019,0.0585496606070102
"Punjab",2020,0.0319125350176446
"Punjab",2021,0.0641526743823224
"Punjab",2022,0.0635212969718886
"Punjab",2023,0.0505503420811806
"Punjab",2024,0.222358724589817
"Rajasthan",1971,-0.130712106855241
"Rajasthan",1972,0.179146685717058
"Rajasthan",1973,0.24187907405602
"Rajasthan",1974,0.272121420786868
"Rajasthan",1975,0.0452565915881209
"Rajasthan",1976,-0.288240308440599
"Rajasthan",1977,0.167912780234767
"Rajasthan",1978,0.0553583953537533
"Rajasthan",1979,-0.0017882237489717
"Rajasthan",1980,0.199391432143261
"Rajasthan",1981,0.132797985917648
"Rajasthan",1982,-0.0207568608621829
"Rajasthan",1983,0.0233214345337727
"Rajasthan",1984,0.0897062423928912
"Rajasthan",1985,0.133656823794333
"Rajasthan",1986,0.0153916208256133
"Rajasthan",1987,0.0431478179541722
"Rajasthan",1988,0.165247744984016
"Rajasthan",1989,0.0578406019359106
"Rajasthan",1990,0.0787424002608699
